REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,REFERREDTO,DATETIMECLOSED,BEAT,PROBADDRESS,City,State,Ward,Postcode
910556,2019-06-03T16:27:52.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-06-04T20:05:14.000,23X,3522 SAN LEANDRO ST,Wandsworth,London,West Hill,SW15 3AC
865621,2019-01-11T11:12:48.000,Phone,Tree - Pruning,Tree Maintenance,UNFUNDED,,,02Y,WILLOW PARK,Wandsworth,London,Tooting,SW17 8AB
341075,2010-07-05T11:12:08.000,Online Form,Streets/Sidewalks - Pathway Repair,Street and Pavement Maintenance,Resolved,,2010-07-14T09:22:07.000,14X,ASTRO PARK,Wandsworth,London,Northcote,SW11 5AB
481624,2013-09-19T11:28:13.000,Email,TE - Traffic Safety (non-emergency),Traffic Management,Work Order Created,,,13Z,COLTON BLVD & HEARTWOOD DR,Wandsworth,London,East Putney,SW15 2AA
839267,2018-09-10T14:34:02.000,FixMyStreet,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,21Y,3128 NICOL AVE,Wandsworth,London,Shaftesbury,SW11 2AE
417851,2012-07-18T12:33:36.000,Telephone/Email,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2012-07-19T10:36:46.000,10X,SAN PABLO AV & STANFORD AV,Wandsworth,London,Tooting,SW17 7AA
446275,2013-02-09T16:52:55.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2013-02-25T09:12:24.000,07X,HOLLIS ST & 34TH ST,Wandsworth,London,Bedford,SW12 8AB
461884,2013-05-22T10:21:58.000,Telephone/Email,Tree - Pruning,Tree Maintenance,UNFUNDED,,,10Y,4427 MARTIN LUTHER KING JR WY,Wandsworth,London,Tooting,SW17 8AA
697887,2016-12-09T10:05:44.000,Phone,Street Lighting Fault,Street Lighting,Resolved,,2016-12-14T07:18:50.000,31X,700 73RD AV,Wandsworth,London,Nightingale,SW12 8AD
780055,2017-12-14T14:47:33.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2017-12-27T16:57:37.000,07X,1165 26TH ST,Wandsworth,London,Southfields,SW19 6AA
342550,2010-07-20T08:33:52.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-07-23T15:56:20.000,23X,WATTLING ST & 39TH AVE,Wandsworth,London,Southfields,SW18 5AB
800671,2018-03-12T15:09:50.000,Phone,Traffic - Repair Pavement Striping,Traffic Signage Issues,Resolved,,2018-04-18T15:23:07.000,30Y,2724 74TH AV,Wandsworth,London,Tooting,SW17 8AA
747870,2017-07-24T17:49:08.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2017-07-28T11:36:34.000,02Y,1479 12TH ST,Wandsworth,London,Furzedown,SW16 5AA
715259,2017-03-03T09:50:14.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-03-25T16:19:43.000,20X,1218 25TH AV,Wandsworth,London,Bedford,SW12 8AC
817779,2018-06-05T08:32:29.000,FixMyStreet,Other City Services (app/web request),OTHER,Cancelled by Customer,,,03X,349�399 9TH ST,Wandsworth,London,Tooting,SW17 8AC
753132,2017-08-15T14:01:15.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2017-08-16T21:28:34.000,23X,E 12TH ST & 42ND AV,Wandsworth,London,Shaftesbury,SW11 2AE
532400,2014-08-01T09:00:02.000,Telephone/Email,City Bldg - Electrical Inside/Outside,Council Building Maintenance,Resolved,,2014-08-08T11:06:26.000,04X,DALZIEL BUILDING,Wandsworth,London,Queenstown,SW8 3AA
434012,2012-11-14T16:52:33.000,Telephone/Email,TE - Traffic Control Plan Review,Traffic Management,Resolved,,2012-11-15T11:25:58.000,03X,800 FRANKLIN ST,Wandsworth,London,Tooting,SW17 8AC
709459,2017-02-08T08:17:16.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2017-02-10T09:34:36.000,26X,50TH AV & E 10TH ST,Wandsworth,London,East Putney,SW15 1AA
823488,2018-06-30T16:13:34.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Cancelled by Customer,,,08X,MACARTHUR & BROADWAY,Wandsworth,London,Balham,SW12 0AB
900623,2019-05-01T10:32:34.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,Cancelled by Customer,,,04X,16TH ST,Wandsworth,London,Graveney,SW17 9AB
588843,2015-06-25T16:30:40.000,Email,City Bldg - Clean / Custodial,Council Building Maintenance,Resolved,,2015-07-10T10:18:04.000,05X,DEFREMERY POOL,Wandsworth,London,Tooting,SW17 8AC
819340,2018-06-12T08:15:24.000,FixMyStreet,City Bldg - Clean / Custodial,Council Building Maintenance,Resolved,,2018-07-03T11:02:42.000,04X,250 FRANK H OGAWA PLZ,Wandsworth,London,East Putney,SW15 1AB
633958,2016-02-10T11:30:19.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-02-14T15:39:39.000,25X,3521 HIGH ST,Wandsworth,London,Queenstown,SW8 3AB
493895,2013-12-08T10:31:20.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,12X,4101 BROADWAY,Wandsworth,London,Bedford,SW12 8AA
796392,2018-02-25T10:39:52.000,FixMyStreet,Graffiti on Private Property,Graffiti Removal,Cancelled by Customer,,,,333 LANCASTER ST,Wandsworth,London,West Putney,SW15 1AD
778076,2017-12-04T12:54:02.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2017-12-11T17:48:39.000,05Y,1727 17TH ST,Wandsworth,London,Shaftesbury,SW11 1AC
381812,2011-09-13T15:55:54.000,Online Form,City Bldg - Key / Lock Management,Public Facility Maintenance,Resolved,,2011-11-03T11:14:19.000,,OAKLAND MUSEUM,Wandsworth,London,Roehampton and Putney Heath,SW15 5AB
404170,2012-04-10T09:34:29.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-04-27T13:28:09.000,27Y,5201 BANCROFT AV,Wandsworth,London,Southfields,SW18 5AC
615324,2015-11-05T14:20:19.000,FixMyStreet,Graffiti in a Park,Council Building Maintenance,Resolved,,2015-11-06T14:12:26.000,32X,HOLLY MINI PARK,Wandsworth,London,Earlsfield,SW18 3AA
748413,2017-07-26T14:57:06.000,Phone,Tree - Pruning,Tree Maintenance,UNFUNDED,,,32Y,2816 OLIVER AV,Wandsworth,London,Graveney,SW17 0AB
665403,2016-07-04T07:47:46.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2016-07-05T17:06:32.000,30X,BANCROFT AV & RITCHIE ST,Wandsworth,London,Fairfield,SW18 1AC
803349,2018-03-26T11:47:13.000,FixMyStreet,Graffiti on Private Property,Graffiti Removal,Resolved,,2018-03-28T11:54:34.000,31Y,617 98TH AV,Wandsworth,London,Queenstown,SW8 4AB
353441,2010-11-22T12:18:01.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-11-22T16:07:09.000,17X,11TH AVE & E 20TH ST,Wandsworth,London,Balham,SW12 9AA
379499,2011-08-19T10:42:49.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2011-08-29T14:52:52.000,13Z,201 PERSHING DR,Wandsworth,London,Southfields,SW18 5AC
666971,2016-07-10T20:51:49.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,07X,30TH ST & PERALTA ST,Wandsworth,London,Southfields,SW18 5AA
340805,2010-06-29T13:15:43.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2010-07-01T16:22:12.000,21Y,EAST 22ND ST & AUSTIN ST,Wandsworth,London,Tooting,SW17 8AB
472950,2013-07-31T14:22:16.000,Telephone/Email,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2013-08-07T13:50:24.000,27Y,2134 62ND AV,Wandsworth,London,East Putney,SW15 1AB
738842,2017-06-14T10:19:52.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,08X,401 40TH ST,Wandsworth,London,Shaftesbury,SW11 2AE
568061,2015-02-21T11:10:15.000,FixMyStreet,Streets/Sidewalks - Pooling Water,Street and Pavement Maintenance,Cancelled by Customer,,,06X,3703 MARKET ST,Wandsworth,London,Queenstown,SW8 4AB
429867,2012-10-15T16:02:38.000,Telephone/Email,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,21X,2330 MITCHELL ST,Wandsworth,London,West Putney,SW15 2AF
846773,2018-10-14T10:58:02.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-10-15T20:22:44.000,33X,ELLINGTON WY & 92ND AV,Wandsworth,London,Southfields,SW18 5AA
895995,2019-04-16T15:05:54.000,Phone,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2019-04-17T14:44:33.000,22X,2734 MACARTHUR BLVD,Wandsworth,London,Northcote,SW11 6AA
500111,2014-01-23T14:00:43.000,FixMyStreet,Blocked Drains,Blocked Drains,Resolved,,2014-01-31T09:20:42.000,13Z,SKYLINE BLVD & TOTTERDELL ST,Wandsworth,London,Balham,SW12 0AA
732767,2017-05-18T09:13:55.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,27X,5219 FOOTHILL BLVD,Wandsworth,London,Graveney,SW17 0AC
635920,2016-02-20T11:50:35.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-02-24T14:31:41.000,22Y,3000 GUIDO ST,Wandsworth,London,Northcote,SW11 6AA
886938,2019-03-18T08:41:45.000,FixMyStreet,Graffiti on Private Property,Graffiti Removal,Resolved,,2019-03-19T15:23:50.000,06X,629 37TH ST,Wandsworth,London,Bedford,SW12 8AC
579248,2015-04-28T16:30:37.000,FixMyStreet,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2015-04-30T07:12:15.000,04X,LAKE MERRITT BLVD,Wandsworth,London,Tooting,SW17 8AB
384428,2011-10-05T20:44:01.000,Online Form,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-10-06T15:22:53.000,28X,COURTLAND AV & BROOKDALE AV,Wandsworth,London,West Putney,SW15 1AC
508571,2014-03-20T06:51:50.000,FixMyStreet,EBMUD issue,OTHER,Referred to External Agency,Thames Water,,05X,LINDEN ST & 21ST ST,Wandsworth,London,Graveney,SW17 9AB
734289,2017-05-24T12:46:00.000,Online Form,City Bldg - Plumbing,Council Building Maintenance,Cancelled by Customer,,,27X,MELROSE LIBRARY,Wandsworth,London,Graveney,SW17 0AC
901653,2019-05-04T13:56:26.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2019-05-07T15:10:16.000,06X,3443 MARKET ST,Wandsworth,London,Balham,SW12 9AB
725434,2017-04-13T16:07:56.000,Phone,Parking - Meter Maintenance,Pay-and-Display Machine Repair,Resolved,,2017-12-19T08:54:12.000,03X,7TH ST & WEBSTER ST,Wandsworth,London,Bedford,SW12 8AC
966936,2019-12-03T22:04:12.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Under Review,,,03Y,BRUSH ST,Wandsworth,London,West Putney,SW15 2AF
716957,2017-03-10T11:29:26.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,09X,4012 BROADWAY,Wandsworth,London,Nightingale,SW12 8AF
621699,2015-12-08T18:50:12.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2015-12-11T16:48:54.000,07X,3003 FILBERT ST,Wandsworth,London,Wandsworth Common,SW17 7AE
890426,2019-03-29T07:34:39.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-04-02T19:14:25.000,25X,MOUNTAIN BLVD & RUSTING AVE,Wandsworth,London,Nightingale,SW12 8AE
436553,2012-12-04T09:13:22.000,Telephone/Email,Litter - Street Litter Container,Fly-Tipping,Resolved,,2012-12-04T15:52:45.000,12Y,COLLEGE AV & CLAREMONT AV,Wandsworth,London,Southfields,SW18 5AB
718288,2017-03-15T12:44:54.000,Phone,Parking - Meter Maintenance,Pay-and-Display Machine Repair,Resolved,,2017-09-05T08:06:52.000,03Y,661 WASHINGTON ST,Wandsworth,London,East Putney,SW15 1AB
381306,2011-09-06T14:03:39.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-09-07T20:41:32.000,24X,2169 SANTA RITA ST,Wandsworth,London,Shaftesbury,SW11 2AE
504664,2014-02-23T09:10:26.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,20X,333 LANCASTER ST,Wandsworth,London,Bedford,SW12 8AA
799900,2018-03-08T12:32:32.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-03-13T11:10:32.000,21Y,LOGAN ST & FRUITVALE AV,Wandsworth,London,West Hill,SW15 3AB
684069,2016-09-23T10:24:14.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-09-25T08:15:01.000,07X,825 ISABELLA ST,Wandsworth,London,East Putney,SW15 1AB
856102,2018-11-28T08:48:06.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-12-04T16:02:02.000,06X,819 31ST ST,Wandsworth,London,Graveney,SW17 9AA
797505,2018-02-26T09:29:10.000,FixMyStreet,Parking - Enforcement,Traffic Management,Cancelled by Customer,,,31Y,300 CLARA STREET,Wandsworth,London,East Putney,SW15 2AC
565621,2015-02-05T20:20:16.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2015-02-20T19:03:13.000,05X,18TH ST & MANDELA PKWY,Wandsworth,London,West Putney,SW15 2AE
514682,2014-04-24T14:02:51.000,Online Form,Inspections - Construction Obstructing ROW,Right of Way Inspectors,In Progress,,,13Z,1023 GLENCOURT DR,Wandsworth,London,East Putney,SW15 1AA
316574,2009-09-24T16:05:33.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2009-09-27T13:58:33.000,20X,2600 E. 16TH ST.,Wandsworth,London,Bedford,SW12 8AB
415525,2012-07-02T14:24:06.000,Telephone/Email,Graffiti in a Park,Council Building Maintenance,Resolved,,2012-07-25T09:32:37.000,21Y,CURT FLOOD FIELD (AKA FRUITVALE FIELD),Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
546968,2014-10-21T16:31:37.000,Phone,Illegal Dumping � green waste,Fly-Tipping,Resolved,,2014-10-24T16:10:41.000,18X,1740 E 21ST ST,Wandsworth,London,Northcote,SW11 6AB
621423,2015-12-07T14:53:43.000,Online Form,City Bldg - Key / Lock Management,Council Building Maintenance,Resolved,,2016-01-03T10:09:30.000,05X,WEST OAKLAND LIBRARY,Wandsworth,London,Roehampton and Putney Heath,SW15 4AC
335414,2010-04-29T14:36:32.000,Telephone/Email,Tree - Pruning,Tree Maintenance,Resolved,,2011-05-04T09:35:00.000,11X,BUSHROD PARK,Wandsworth,London,Balham,SW12 9AB
676673,2016-08-20T12:34:33.000,FixMyStreet,TE - Parking (On Street),Parking Enforcement,In Progress,,,08X,3000 RICHMOND BLVD,Wandsworth,London,Tooting,SW17 7AA
452707,2013-03-26T18:55:01.000,Online Form,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2013-03-28T12:04:06.000,22Y,REDWOOD RD & ALISO AV,Wandsworth,London,Tooting,SW17 7AB
363859,2011-03-17T09:36:32.000,Telephone/Email,Building - Structural Issue,Council Building Maintenance,Resolved,,2011-03-23T08:06:16.000,27Y,RAINBOW REC CNTR,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
811419,2018-05-03T11:36:45.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-05-04T16:10:08.000,05Y,20TH ST & WOOD ST,Wandsworth,London,Tooting,SW17 8AB
862082,2018-12-27T10:46:12.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,21X,2794 GARDEN ST,Wandsworth,London,St Mary's Park,SW11 4AA
649033,2016-04-20T13:40:17.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2016-05-03T08:02:42.000,15X,2000 LAKESHORE AVE,Wandsworth,London,East Putney,SW15 2AB
353346,2010-11-22T09:01:35.000,Telephone/Email,Plumbing - City Facility or Park,Council Building Maintenance,Resolved,,2010-11-30T09:29:05.000,02Y,WILLOW PARK,Wandsworth,London,Tooting,SW17 7AB
606236,2015-09-22T11:14:29.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-09-25T16:49:15.000,33X,95TH AV & A ST,Wandsworth,London,Southfields,SW19 6AB
396584,2012-02-07T09:11:26.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-02-08T15:18:35.000,30Y,8110 MACARTHUR BLVD,Wandsworth,London,Balham,SW12 9AA
318287,2009-10-13T11:57:05.000,Telephone/Email,Storm Drains - Clogged / Flooding,Blocked Drains,Resolved,,2009-10-15T17:03:34.000,12Y,CLAREMONT AV & TELEGRAPH AV,Wandsworth,London,Northcote,SW11 6AB
359424,2011-02-01T08:42:00.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2011-02-02T21:13:07.000,24X,4150 CARRINGTON ST,Wandsworth,London,Nightingale,SW12 8AD
312170,2009-08-07T13:15:46.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2009-08-18T17:26:06.000,27Y,1630 62  ND AVE,Wandsworth,London,East Putney,SW15 1AA
493600,2013-12-05T14:00:13.000,Phone,City Bldg - Other,Council Building Maintenance,Cancelled by Customer,,2013-12-06T07:25:51.000,14X,MACARTHUR BLVD & GRAND AV,Wandsworth,London,East Putney,SW15 1AB
967554,2019-12-05T14:49:50.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Under Review,,,09X,261 MATHER ST,Wandsworth,London,Bedford,SW12 9AE
704236,2017-01-14T13:55:13.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-01-17T17:23:45.000,05Y,FRONTAGE RD & 14TH ST,Wandsworth,London,Tooting,SW17 8AC
584640,2015-06-01T12:34:51.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-06-03T11:37:59.000,15X,HANOVER AV & LESTER AV,Wandsworth,London,West Putney,SW15 1AD
476451,2013-08-20T13:09:32.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,26X,47TH AV & E 12TH ST,Wandsworth,London,West Putney,SW15 1AC
642445,2016-03-20T17:00:19.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,21Y,3001 HYDE ST,Wandsworth,London,East Putney,SW15 1AA
371406,2011-05-27T09:26:34.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-05-31T15:15:22.000,09X,FAIRMONT DR & MOSS AV,Wandsworth,London,East Putney,SW15 1AB
607459,2015-09-28T10:45:06.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,22Y,3800 MOUNTAIN BLVD,Wandsworth,London,Graveney,SW17 0AB
715164,2017-03-02T16:32:20.000,FixMyStreet,Union Pacific issue,OTHER,Referred to External Agency,"UNION PACIFIC RAILWAY,",,23X,ELMWOOD AV & FRUITVALE AV,Wandsworth,London,Bedford,SW12 9AE
935240,2019-08-15T16:34:33.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-08-18T23:53:51.000,27X,45TH AV & BOND ST,Wandsworth,London,Nightingale,SW12 9AG
675051,2016-08-12T13:03:19.000,Telephone/Email,Traffic - Sign Damage,Traffic Signage Issues,Resolved,,2016-08-15T13:56:29.000,03Y,11TH ST & BROADWAY,Wandsworth,London,Southfields,SW19 6AA
552572,2014-11-25T17:10:15.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2014-12-01T15:37:12.000,06X,28TH ST & SAN PABLO AV,Wandsworth,London,Tooting,SW17 8AA
716357,2017-03-08T11:19:30.000,FixMyStreet,Other (report from SeeClickFix,OTHER,Cancelled by Customer,,,08X,GROVE SHAFTER FREEWAY,Wandsworth,London,Tooting,SW17 7AB
882990,2019-03-04T09:35:16.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2019-09-17T19:00:14.000,07X,30TH ST & ADELINE ST,Wandsworth,London,Queenstown,SW8 4AA
782775,2017-12-27T14:44:08.000,FixMyStreet,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2018-01-02T08:37:13.000,02X,1396 5TH ST,Wandsworth,London,Wandsworth Town,SW18 4AA
884891,2019-03-10T11:26:02.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-03-14T15:41:01.000,10X,6040 SAN PABLO AVE,Wandsworth,London,Southfields,SW19 6AB
749935,2017-08-02T10:55:49.000,Online Form,City Bldg - Clean / Custodial,Council Building Maintenance,Cancelled by Customer,,,04X,250 FRANK H OGAWA PLZ,Wandsworth,London,West Hill,SW15 3AC
423752,2012-08-30T11:25:56.000,Telephone/Email,Park - Mowing,Parks Maintenance,Cancelled by Customer,,,30X,ARROYO VIEJO HEAD START CENTER,Wandsworth,London,Graveney,SW17 9AB
817471,2018-06-04T08:58:25.000,Phone,Tree - Pruning,Tree Maintenance,Resolved,,2018-09-05T14:10:41.000,34X,1901 85TH AV,Wandsworth,London,Shaftesbury,SW11 2AD
656910,2016-05-28T08:44:50.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2016-06-01T15:04:45.000,19X,433 INTERNATIONAL BLVD,Wandsworth,London,Wandsworth Common,SW12 8AG
441288,2013-01-09T08:18:04.000,Telephone/Email,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,31Z,BERNHARDT DR & FOSTER AV,Wandsworth,London,East Putney,SW15 2AA
677079,2016-08-22T15:04:59.000,Online Form,Human Waste in Public-Right-of-Way,OTHER,Referred to External Agency,"ADVANCE CRIME SCENE, RESTORATION EST",,10Y,ARLINGTON AV & MARTIN LUTHER KING JR WY,Wandsworth,London,Northcote,SW11 5AB
457115,2013-04-23T18:11:36.000,FixMyStreet,Tree - Pruning,Tree Maintenance,Resolved,,2013-04-29T10:35:00.000,15X,ATHOL AV & CLEVELAND AV,Wandsworth,London,West Putney,SW15 1AD
927051,2019-07-22T12:26:59.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,22X,2792 MONTANA ST,Wandsworth,London,Northcote,SW11 6AC
423506,2012-08-29T09:13:31.000,Telephone/Email,Recycling - Cart Request,Recycling,Resolved,,2012-09-04T13:52:14.000,14Y,777 RAND AV,Wandsworth,London,West Putney,SW15 1AC
507114,2014-03-10T21:21:05.000,FixMyStreet,Caltrans issue,OTHER,Referred to External Agency,Transport for London (TfL),,14X,ORANGE ST & PERRY PL,Wandsworth,London,Wandsworth Town,SW18 3AD
789111,2018-01-23T15:48:11.000,Phone,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2018-02-05T12:15:57.000,31Y,EAST OAKLAND MULTIPURPOSE SENIOR CTR (BROOKFIELD),Wandsworth,London,Nightingale,SW12 8AF
898675,2019-04-24T21:09:52.000,FixMyStreet,Rough Sleeping Report,Environmental Hygiene,Cancelled by Customer,,,16Y,3409 RANDOLPH AV,Wandsworth,London,Tooting,SW17 8AB
791492,2018-02-02T08:16:21.000,Phone,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,27Y,2451 SEMINARY AV,Wandsworth,London,Queenstown,SW8 4AA
639874,2016-03-08T14:23:43.000,Online Form,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,,86 STREET AND B STREET EAST OAKLAND,Wandsworth,London,Southfields,SW19 6AA
594620,2015-07-25T23:29:21.000,Online Form,Caltrans issue,OTHER,Referred to External Agency,Transport for London (TfL),,11X,584 55TH ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AA
958080,2019-10-30T11:47:43.000,Phone,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2019-10-31T07:57:33.000,12Y,CLAREMONT AV & COLBY ST,Wandsworth,London,Tooting,SW17 8AC
807148,2018-04-13T12:04:56.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2018-04-16T16:45:37.000,21X,2601 E 20TH ST,Wandsworth,London,West Hill,SW18 1AD
491384,2013-11-21T16:33:40.000,Telephone/Email,Recycling Hotline - Pub Ed Materials,Recycling,Resolved,,2013-11-21T16:33:50.000,,3622 KINGSLEY ST,Wandsworth,London,Tooting,SW17 7AB
560857,2015-01-13T10:17:37.000,Phone,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2015-01-22T07:47:56.000,11X,52ND ST & SHATTUCK AV,Wandsworth,London,Southfields,SW19 6AB
415209,2012-06-29T09:40:44.000,Online Form,Weed Abatement - Public Right of Way,Vegetation and Weed Clearance,Resolved,,2013-01-24T13:58:48.000,21Y,2105 WOODBINE AV,Wandsworth,London,Earlsfield,SW18 4AB
563297,2015-01-26T12:23:40.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-01-27T17:24:54.000,26X,E 8TH ST & 50TH AV,Wandsworth,London,Southfields,SW18 5AC
533061,2014-08-05T08:14:26.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-08-06T14:51:47.000,29X,6126 OAKDALE AV,Wandsworth,London,Nightingale,SW12 8AF
852345,2018-11-08T11:16:07.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-11-10T05:56:57.000,08X,WEBSTER ST & 36TH ST,Wandsworth,London,Earlsfield,SW18 4AA
924074,2019-07-12T14:21:14.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-07-21T12:13:55.000,30Y,8040 CREST AVE,Wandsworth,London,West Hill,SW18 1AE
879659,2019-02-19T13:56:40.000,Phone,Manhole Cover - Missing,Drainage,Resolved,,2019-02-26T10:57:42.000,31X,8102 OAKPORT ST,Wandsworth,London,Queenstown,SW8 4AB
853391,2018-11-14T09:29:01.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,Resolved,,2018-11-14T16:44:48.000,08X,WEBSTER ST,Wandsworth,London,Northcote,SW11 6AB
433994,2012-11-14T15:44:43.000,Telephone/Email,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2012-11-15T08:22:15.000,26Y,69TH AV & SAN LEANDRO ST,Wandsworth,London,Southfields,SW18 5AC
577430,2015-04-18T09:40:33.000,FixMyStreet,Pothole (report from SeeClickFix),Street and Pavement Maintenance,Cancelled by Customer,,,,3011 CHAPMAN ST,Wandsworth,London,Bedford,SW12 9AD
840327,2018-09-14T10:38:16.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-09-17T07:21:08.000,07X,WEST ST & ISABELLA ST,Wandsworth,London,Northcote,SW11 6AC
547593,2014-10-25T15:22:18.000,Online Form,Litter - Green Bag Pickup,Fly-Tipping,Resolved,,2014-10-28T16:58:39.000,22X,MONTANA ST & FLAGG AV,Wandsworth,London,Southfields,SW18 5AB
659551,2016-06-09T10:01:13.000,Phone,Tree - Broken/Hanging Limb,Tree Maintenance,Resolved,,2016-06-09T13:37:25.000,07X,1565 32ND ST,Wandsworth,London,Tooting,SW17 7AA
846169,2018-10-11T08:05:00.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2018-10-14T18:51:52.000,33X,INTERNATIONAL BLVD & 91ST AVE,Wandsworth,London,Bedford,SW12 8AC
